Author,Comment,Likes,Published At
@manggai73,대체제 무슨일이,0,2024-09-09T07:12:29Z
@isolamar,"카멀라 해리스가 코코넛 밈에서 그렇게 웃은 건, 썬킴이 말하듯 자기 유머가 안 먹히고 쎄해서가 아님. 자기 엄마가 예전에 늘 하던 그 말을 하면서, 어렸을 때 그렇게 자주 들을 때는 싫었을 수도, 아무 감흥 없었던 말이었을 수도 있지만, 자기가 이제 자라고 그 말의 뜻을 이해하고 공감하니까, 게다가 자기 엄마에 대한 추억을 하나 얘기하면서, 자기가 철부지 없었을 때 그 모습을 자기 스스로도 우스워 하면서 그렇게 웃는 것임. 이런 비슷한 예는 많은 사람들이 각자 다 하나씩 갖고 있을 거다. 또 해리스는 대선 후보자로 심각하고 진지하고 근엄한 외모가 대부분이지만, 그 진짜 성격에는 이렇게 해맑게 빵터질 줄도 아는 소탈하고 자연스러운 사람이다 라는 걸 부각시키는 밈이라 미 MZ들이 많이 좋아하고 공유하고 인기가 높아진 거다.",1,2024-09-08T22:55:55Z
@yoonkim3051,밈이 인기있다고 대통령 후보로서 좋아한다니 바보같은 결론이예요.,2,2024-09-08T19:47:08Z
@adamho5260,저 기생마담같은 웃음소리 진짜 🤮나온다,4,2024-09-08T19:15:50Z
@user-zt9iw1ip2f,이만갑 인종 비율에서 전체 합이 100% 넘네요.ㅡㅡ,0,2024-09-08T15:56:52Z
