Author,Comment,Likes,Published At
@ganadara9900,아 쇼츠 편집 너무 잘해..스포츠 보듯이 쫄리고 카타르시스 느껴지게 하는 느낌. 방송 봐아겠다,2,2023-12-13T12:02:16Z
@user-mh3cu3me7x,부럽다 방송이라도,4,2023-11-15T15:52:13Z
@user-xr3kv4kg7q,무려 정승제쌤이랑 조정식쌤 단독 코칭...진짜 좋은 기회네요,15,2023-11-10T03:54:28Z
@user-rj6nj5bg7q,오호.. 나도 시험 보고 싶다,10,2023-10-24T15:28:18Z
